app_position_list,应用管理,推荐位管理,
app_position_addposition,应用管理,推荐位管理,增加推荐位
app_position_addposition_submit,应用管理,推荐位管理,增加推荐位_提交
app_position_modifyposition,应用管理,推荐位管理,修改推荐位
app_position_modifyposition_submit,应用管理,推荐位管理,修改推荐位_提交
app_position_modifyapp,应用管理,推荐位管理,修改推荐位应用
app_position_modifyapp_submit,应用管理,推荐位管理,修改推荐位应用_提交
